"Tarih","Şimdi","Açılış","Yüksek","Düşük","Hac.","Fark %"
"10.09.2017","1.319,62","1.337,45","1.340,37","1.316,12","","-2,01%"
"03.09.2017","1.346,71","1.334,40","1.357,94","1.327,39","","1,64%"
"27.08.2017","1.324,97","1.292,18","1.329,20","1.291,90","","2,62%"
"20.08.2017","1.291,15","1.283,33","1.294,14","1.278,66","","0,52%"
"13.08.2017","1.284,50","1.289,40","1.301,20","1.267,63","","-0,37%"
"06.08.2017","1.289,21","1.259,04","1.292,26","1.251,41","","2,43%"
"30.07.2017","1.258,60","1.270,41","1.274,72","1.254,75","","-0,84%"
"23.07.2017","1.269,25","1.255,78","1.271,34","1.243,91","","1,14%"
"16.07.2017","1.254,90","1.228,60","1.256,30","1.228,30","","2,11%"
"09.07.2017","1.228,98","1.213,70","1.233,16","1.204,85","","1,33%"
"02.07.2017","1.212,90","1.241,46","1.242,83","1.207,25","","-2,31%"
"25.06.2017","1.241,60","1.258,03","1.258,44","1.236,86","","-1,22%"
"18.06.2017","1.256,90","1.254,00","1.259,31","1.241,25","","0,26%"
"11.06.2017","1.253,63","1.267,20","1.279,87","1.251,55","","-1,01%"
"04.06.2017","1.266,40","1.279,34","1.296,47","1.264,74","","-1,06%"
"28.05.2017","1.279,98","1.267,50","1.279,98","1.259,00","","1,02%"
"21.05.2017","1.267,05","1.256,09","1.269,88","1.247,63","","0,92%"
"14.05.2017","1.255,55","1.228,40","1.265,54","1.227,20","","2,17%"
"07.05.2017","1.228,83","1.225,67","1.237,10","1.214,31","","0,09%"
"30.04.2017","1.227,74","1.268,24","1.271,24","1.225,35","","-3,19%"
"23.04.2017","1.268,15","1.270,27","1.278,67","1.260,40","","-1,27%"
"16.04.2017","1.284,50","1.292,96","1.295,92","1.276,23","","-0,09%"
"09.04.2017","1.285,69","1.254,26","1.289,14","1.247,50","","2,52%"
"02.04.2017","1.254,05","1.248,40","1.270,96","1.243,85","","0,39%"
"26.03.2017","1.249,13","1.248,00","1.261,53","1.240,05","","0,40%"
"19.03.2017","1.244,17","1.229,41","1.253,49","1.226,69","","1,22%"
"12.03.2017","1.229,15","1.205,68","1.233,88","1.197,54","","2,04%"
"05.03.2017","1.204,55","1.232,49","1.236,84","1.194,62","","-2,41%"
"26.02.2017","1.234,30","1.257,41","1.263,88","1.222,59","","-1,80%"
"19.02.2017","1.256,94","1.235,21","1.260,48","1.226,12","","1,75%"
"12.02.2017","1.235,29","1.231,52","1.243,84","1.216,48","","0,09%"
"05.02.2017","1.234,12","1.219,67","1.244,78","1.219,01","","1,17%"
"29.01.2017","1.219,88","1.192,54","1.225,38","1.187,85","","2,37%"
"22.01.2017","1.191,60","1.209,71","1.219,97","1.181,04","","-1,52%"
"15.01.2017","1.209,96","1.200,57","1.219,04","1.195,87","","1,03%"
"08.01.2017","1.197,66","1.172,93","1.207,38","1.172,18","","2,12%"
"01.01.2017","1.172,81","1.150,80","1.184,99","1.145,77","","1,82%"
"25.12.2016","1.151,85","1.133,94","1.163,53","1.131,73","","1,62%"
"18.12.2016","1.133,49","1.134,35","1.142,70","1.125,62","","-0,05%"
"11.12.2016","1.134,09","1.159,02","1.165,86","1.122,45","","-2,05%"
"04.12.2016","1.157,87","1.182,84","1.187,83","1.156,17","","-1,62%"
"27.11.2016","1.176,92","1.183,08","1.197,58","1.160,42","","-0,57%"
"20.11.2016","1.183,63","1.208,46","1.221,81","1.171,96","","-2,07%"
"13.11.2016","1.208,69","1.227,89","1.233,45","1.203,90","","-1,39%"
"06.11.2016","1.225,68","1.291,61","1.337,50","1.219,50","","-6,02%"
"30.10.2016","1.304,25","1.278,41","1.308,26","1.271,29","","2,19%"
"23.10.2016","1.276,30","1.266,21","1.284,53","1.260,75","","0,75%"
"16.10.2016","1.266,75","1.250,25","1.274,32","1.250,25","","1,30%"
"09.10.2016","1.250,55","1.257,58","1.265,46","1.247,51","","-0,51%"
"02.10.2016","1.256,97","1.318,22","1.320,09","1.241,68","","-4,48%"
"25.09.2016","1.315,96","1.336,82","1.342,21","1.312,83","","-1,62%"
"18.09.2016","1.337,61","1.310,99","1.344,04","1.308,60","","2,07%"
"11.09.2016","1.310,43","1.328,18","1.332,56","1.306,62","","-1,33%"
"04.09.2016","1.328,15","1.324,13","1.353,11","1.322,02","","0,24%"
"28.08.2016","1.325,01","1.320,42","1.329,09","1.302,27","","0,28%"
"21.08.2016","1.321,33","1.340,56","1.345,18","1.317,94","","-1,52%"
"14.08.2016","1.341,78","1.338,19","1.358,57","1.336,07","","0,42%"
"07.08.2016","1.336,19","1.335,37","1.357,65","1.330,03","","0,03%"
"31.07.2016","1.335,80","1.350,22","1.368,03","1.334,87","","-1,12%"
"24.07.2016","1.350,91","1.322,50","1.355,42","1.312,35","","2,16%"
"17.07.2016","1.322,38","1.332,79","1.336,28","1.310,93","","-1,16%"
"10.07.2016","1.337,85","1.368,71","1.375,11","1.320,22","","-2,12%"
"03.07.2016","1.366,80","1.342,60","1.375,31","1.336,08","","1,83%"
"26.06.2016","1.342,30","1.326,24","1.344,60","1.305,62","","2,00%"
"19.06.2016","1.315,98","1.285,90","1.358,70","1.251,66","","1,34%"
"12.06.2016","1.298,60","1.274,04","1.315,93","1.272,68","","1,91%"
"05.06.2016","1.274,20","1.242,80","1.278,10","1.234,85","","2,39%"
"29.05.2016","1.244,49","1.213,41","1.244,91","1.200,01","","2,65%"
"22.05.2016","1.212,40","1.250,91","1.255,86","1.206,70","","-3,19%"
"15.05.2016","1.252,30","1.272,49","1.288,59","1.244,38","","-1,67%"
"08.05.2016","1.273,60","1.284,95","1.288,00","1.257,65","","-1,17%"
"01.05.2016","1.288,70","1.293,71","1.304,00","1.269,26","","-0,39%"
"24.04.2016","1.293,74","1.232,09","1.296,49","1.230,09","","4,99%"
"17.04.2016","1.232,30","1.234,09","1.270,48","1.227,35","","-0,14%"
"10.04.2016","1.234,05","1.239,78","1.262,98","1.223,79","","-0,51%"
"03.04.2016","1.240,39","1.219,98","1.243,88","1.214,34","","1,46%"
"27.03.2016","1.222,49","1.214,49","1.243,29","1.208,54","","0,49%"
"20.03.2016","1.216,47","1.254,62","1.259,97","1.212,58","","-3,09%"
"13.03.2016","1.255,30","1.251,32","1.271,61","1.226,41","","0,55%"
"06.03.2016","1.248,44","1.259,48","1.282,89","1.237,44","","-0,87%"
"28.02.2016","1.259,44","1.222,73","1.279,98","1.217,98","","3,01%"
"21.02.2016","1.222,60","1.226,13","1.253,30","1.202,02","","-0,46%"
"14.02.2016","1.228,19","1.232,55","1.239,88","1.190,79","","-0,80%"
"07.02.2016","1.238,05","1.170,89","1.260,98","1.164,09","","5,48%"
"31.01.2016","1.173,69","1.117,90","1.174,90","1.116,26","","4,98%"
"24.01.2016","1.118,04","1.097,86","1.128,20","1.097,36","","1,80%"
"17.01.2016","1.098,30","1.089,60","1.109,59","1.082,93","","0,84%"
"10.01.2016","1.089,10","1.104,17","1.108,49","1.071,38","","-1,37%"
"03.01.2016","1.104,24","1.065,36","1.112,40","1.061,90","","4,10%"
"27.12.2015","1.060,74","1.076,10","1.077,25","1.058,50","","-1,41%"
"20.12.2015","1.075,88","1.065,93","1.081,88","1.063,88","","0,91%"
"13.12.2015","1.066,19","1.073,78","1.078,59","1.047,63","","-0,81%"
"06.12.2015","1.074,89","1.085,99","1.086,98","1.062,38","","-1,11%"
"29.11.2015","1.086,99","1.057,79","1.089,09","1.046,24","","2,66%"
"22.11.2015","1.058,81","1.077,01","1.080,91","1.052,86","","-1,79%"
"15.11.2015","1.078,10","1.088,14","1.098,29","1.065,34","","-0,51%"
"08.11.2015","1.083,64","1.089,94","1.095,88","1.074,64","","-0,46%"
"01.11.2015","1.088,64","1.141,47","1.142,99","1.085,29","","-4,70%"
"25.10.2015","1.142,38","1.164,42","1.182,88","1.139,48","","-1,88%"
"18.10.2015","1.164,26","1.176,24","1.180,70","1.159,16","","-1,10%"
"11.10.2015","1.177,20","1.155,61","1.190,93","1.151,46","","1,70%"
"04.10.2015","1.157,53","1.137,96","1.160,20","1.129,98","","1,70%"
"27.09.2015","1.138,14","1.145,80","1.148,30","1.104,52","","-0,71%"
"20.09.2015","1.146,24","1.139,59","1.156,68","1.121,37","","0,60%"
"13.09.2015","1.139,40","1.107,80","1.141,90","1.102,91","","2,84%"
"06.09.2015","1.107,90","1.123,25","1.126,80","1.098,75","","-1,34%"
"30.08.2015","1.123,00","1.133,25","1.147,56","1.117,15","","-0,97%"
"23.08.2015","1.133,96","1.162,35","1.167,90","1.117,75","","-2,33%"
"16.08.2015","1.161,05","1.114,35","1.168,80","1.109,55","","4,21%"
"09.08.2015","1.114,11","1.094,40","1.126,71","1.089,81","","1,82%"
"02.08.2015","1.094,20","1.095,26","1.099,90","1.081,00","","-0,13%"
"26.07.2015","1.095,65","1.099,40","1.105,15","1.079,75","","-0,31%"
"19.07.2015","1.099,10","1.133,70","1.133,70","1.077,75","","-3,09%"
"12.07.2015","1.134,10","1.163,40","1.164,70","1.131,20","","-2,57%"
"05.07.2015","1.163,96","1.173,20","1.175,10","1.147,15","","-0,34%"
"28.06.2015","1.167,94","1.185,06","1.187,41","1.157,35","","-0,61%"
"21.06.2015","1.175,07","1.200,35","1.201,24","1.168,74","","-2,12%"
"14.06.2015","1.200,51","1.181,75","1.206,25","1.173,27","","1,67%"
"07.06.2015","1.180,80","1.169,45","1.192,60","1.169,20","","0,75%"
"31.05.2015","1.172,00","1.191,25","1.205,06","1.163,10","","-1,55%"
"24.05.2015","1.190,50","1.205,50","1.209,35","1.181,30","","-1,32%"
"17.05.2015","1.206,38","1.223,30","1.232,70","1.201,70","","-1,43%"
"10.05.2015","1.223,85","1.189,20","1.227,79","1.179,75","","3,00%"
"03.05.2015","1.188,15","1.179,00","1.200,10","1.177,93","","0,82%"
"26.04.2015","1.178,50","1.179,71","1.215,40","1.170,60","","-0,07%"
"19.04.2015","1.179,38","1.205,01","1.209,51","1.175,24","","-2,10%"
"12.04.2015","1.204,65","1.207,30","1.209,75","1.184,18","","-0,28%"
"05.04.2015","1.208,05","1.215,63","1.224,50","1.192,70","","-0,24%"
"29.03.2015","1.210,90","1.199,10","1.212,74","1.178,80","","0,97%"
"22.03.2015","1.199,30","1.185,86","1.219,90","1.179,35","","1,41%"
"15.03.2015","1.182,68","1.158,24","1.188,30","1.143,36","","2,00%"
"08.03.2015","1.159,48","1.168,65","1.176,15","1.147,85","","-0,66%"
"01.03.2015","1.167,21","1.213,89","1.223,69","1.163,94","","-3,79%"
"22.02.2015","1.213,15","1.201,99","1.220,60","1.191,51","","0,89%"
"15.02.2015","1.202,39","1.228,68","1.236,99","1.198,05","","-2,22%"
"08.02.2015","1.229,70","1.234,93","1.246,30","1.216,95","","-0,33%"
"01.02.2015","1.233,72","1.281,56","1.285,60","1.228,75","","-3,88%"
"25.01.2015","1.283,55","1.294,04","1.299,51","1.252,61","","-0,85%"
"18.01.2015","1.294,55","1.279,70","1.306,60","1.272,25","","1,11%"
"11.01.2015","1.280,30","1.223,11","1.281,99","1.218,66","","4,65%"
"04.01.2015","1.223,40","1.189,34","1.224,00","1.183,45","","2,88%"
"28.12.2014","1.189,18","1.195,83","1.210,40","1.168,75","","-0,52%"
"21.12.2014","1.195,40","1.195,69","1.202,55","1.170,92","","-0,05%"
"14.12.2014","1.195,95","1.222,47","1.224,46","1.184,33","","-2,18%"
"07.12.2014","1.222,60","1.193,08","1.238,59","1.187,30","","2,56%"
"30.11.2014","1.192,05","1.166,99","1.221,39","1.143,32","","2,12%"
"23.11.2014","1.167,35","1.201,54","1.204,25","1.165,35","","-2,83%"
"16.11.2014","1.201,40","1.188,75","1.208,01","1.175,81","","1,11%"
"09.11.2014","1.188,25","1.179,34","1.193,74","1.146,32","","0,99%"
"02.11.2014","1.176,65","1.173,69","1.178,99","1.132,25","","0,19%"
"26.10.2014","1.174,42","1.231,74","1.235,61","1.161,75","","-4,63%"
"19.10.2014","1.231,46","1.238,54","1.255,70","1.226,67","","-0,54%"
"12.10.2014","1.238,19","1.223,69","1.249,80","1.222,17","","1,20%"
"05.10.2014","1.223,48","1.191,79","1.233,70","1.183,96","","2,71%"
"28.09.2014","1.191,20","1.219,44","1.224,00","1.190,14","","-2,32%"
"21.09.2014","1.219,51","1.216,68","1.235,30","1.207,35","","0,25%"
"14.09.2014","1.216,45","1.228,40","1.242,16","1.213,87","","-0,99%"
"07.09.2014","1.228,63","1.268,99","1.272,09","1.227,75","","-3,17%"
"31.08.2014","1.268,85","1.287,05","1.290,36","1.257,16","","-1,45%"
"24.08.2014","1.287,57","1.279,91","1.297,00","1.274,66","","0,49%"
"17.08.2014","1.281,23","1.304,04","1.304,20","1.273,46","","-1,79%"
"10.08.2014","1.304,60","1.309,30","1.319,31","1.292,61","","-0,38%"
"03.08.2014","1.309,60","1.293,93","1.322,86","1.282,56","","1,20%"
"27.07.2014","1.294,10","1.308,49","1.312,60","1.280,90","","-1,07%"
"20.07.2014","1.308,05","1.311,00","1.318,46","1.287,72","","-0,22%"
"13.07.2014","1.310,90","1.338,45","1.339,71","1.292,01","","-2,04%"
"06.07.2014","1.338,15","1.320,16","1.345,31","1.311,90","","1,33%"
"29.06.2014","1.320,55","1.315,99","1.332,60","1.310,14","","0,40%"
"22.06.2014","1.315,35","1.313,70","1.326,21","1.306,21","","0,04%"
"15.06.2014","1.314,82","1.277,25","1.322,40","1.259,35","","2,96%"
"08.06.2014","1.277,00","1.253,79","1.278,20","1.250,40","","1,94%"
"01.06.2014","1.252,73","1.251,04","1.258,00","1.241,11","","0,13%"
"25.05.2014","1.251,05","1.292,76","1.294,46","1.242,35","","-3,25%"
"18.05.2014","1.293,11","1.293,57","1.305,40","1.283,50","","-0,05%"
"11.05.2014","1.293,70","1.289,31","1.309,41","1.280,21","","0,34%"
"04.05.2014","1.289,33","1.300,89","1.316,10","1.285,64","","-0,85%"
"27.04.2014","1.300,32","1.303,20","1.306,61","1.277,10","","-0,24%"
"20.04.2014","1.303,45","1.294,67","1.305,61","1.268,85","","0,75%"
"13.04.2014","1.293,78","1.318,77","1.331,03","1.290,46","","-1,87%"
"06.04.2014","1.318,47","1.302,79","1.324,90","1.295,69","","1,21%"
"30.03.2014","1.302,70","1.294,28","1.307,09","1.277,88","","0,67%"
"23.03.2014","1.294,00","1.334,74","1.334,86","1.285,84","","-3,04%"
"16.03.2014","1.334,55","1.382,07","1.392,37","1.320,85","","-3,45%"
"09.03.2014","1.382,24","1.339,16","1.388,40","1.329,36","","3,13%"
"02.03.2014","1.340,25","1.326,29","1.355,20","1.326,29","","1,04%"
"23.02.2014","1.326,40","1.325,20","1.345,96","1.319,32","","0,23%"
"16.02.2014","1.323,39","1.318,92","1.332,48","1.307,85","","0,34%"
"09.02.2014","1.318,93","1.266,13","1.321,34","1.265,22","","4,09%"
"02.02.2014","1.267,06","1.245,18","1.273,74","1.240,72","","1,87%"
"26.01.2014","1.243,80","1.268,99","1.278,62","1.238,55","","-2,01%"
"19.01.2014","1.269,25","1.253,47","1.273,31","1.231,97","","1,23%"
"12.01.2014","1.253,82","1.248,38","1.255,49","1.234,59","","0,54%"
"05.01.2014","1.247,10","1.236,88","1.248,81","1.218,84","","0,85%"
"29.12.2013","1.236,55","1.212,13","1.240,38","1.184,88","","1,93%"
"22.12.2013","1.213,19","1.203,67","1.219,04","1.192,92","","0,83%"
"15.12.2013","1.203,25","1.238,20","1.252,01","1.185,71","","-2,83%"
"08.12.2013","1.238,30","1.229,69","1.267,76","1.220,60","","0,77%"
"01.12.2013","1.228,85","1.251,65","1.251,65","1.212,05","","-1,97%"
"24.11.2013","1.253,49","1.243,20","1.257,99","1.228,84","","0,80%"
"17.11.2013","1.243,60","1.290,45","1.290,61","1.236,90","","-3,60%"
"10.11.2013","1.290,05","1.288,69","1.294,38","1.261,28","","0,14%"
"03.11.2013","1.288,20","1.315,14","1.325,71","1.281,40","","-2,06%"
"27.10.2013","1.315,35","1.353,16","1.362,21","1.306,30","","-2,72%"
"20.10.2013","1.352,13","1.316,44","1.355,60","1.310,23","","2,73%"
"13.10.2013","1.316,24","1.272,68","1.325,70","1.252,16","","3,39%"
"06.10.2013","1.273,11","1.311,03","1.330,09","1.262,63","","-2,92%"
"29.09.2013","1.311,35","1.335,85","1.344,17","1.278,80","","-1,86%"
"22.09.2013","1.336,20","1.326,09","1.344,30","1.306,39","","0,82%"
"15.09.2013","1.325,38","1.329,38","1.374,93","1.291,73","","-0,10%"
"08.09.2013","1.326,72","1.391,05","1.391,12","1.305,03","","-4,66%"
"01.09.2013","1.391,61","1.396,59","1.416,74","1.363,28","","-0,34%"
"25.08.2013","1.396,40","1.399,09","1.434,02","1.391,65","","-0,03%"
"18.08.2013","1.396,85","1.376,35","1.400,21","1.355,26","","1,49%"
"11.08.2013","1.376,40","1.314,60","1.380,21","1.314,60","","4,71%"
"04.08.2013","1.314,50","1.312,99","1.319,80","1.273,14","","0,19%"
"28.07.2013","1.312,00","1.333,80","1.338,76","1.283,19","","-1,64%"
"21.07.2013","1.333,90","1.297,15","1.348,30","1.309,35","","2,90%"
"14.07.2013","1.296,35","1.285,45","1.297,95","1.274,21","","0,89%"
"07.07.2013","1.284,90","1.222,71","1.298,97","1.215,45","","4,99%"
"30.06.2013","1.223,80","1.233,49","1.265,93","1.207,99","","-0,85%"
"23.06.2013","1.234,25","1.297,80","1.302,12","1.181,82","","-4,86%"
"16.06.2013","1.297,25","1.391,29","1.392,11","1.269,39","","-6,72%"
"09.06.2013","1.390,70","1.378,89","1.395,16","1.367,15","","0,45%"
"02.06.2013","1.384,47","1.389,16","1.423,74","1.377,86","","-0,18%"
"26.05.2013","1.386,90","1.388,15","1.421,50","1.373,64","","0,06%"
"19.05.2013","1.386,05","1.363,09","1.414,75","1.339,45","","1,98%"
"12.05.2013","1.359,20","1.448,69","1.448,69","1.355,60","","-6,15%"
"05.05.2013","1.448,20","1.470,39","1.478,95","1.421,11","","-1,53%"
"28.04.2013","1.470,70","1.464,49","1.488,30","1.440,24","","0,53%"
"21.04.2013","1.463,00","1.404,56","1.485,31","1.404,00","","4,18%"
"14.04.2013","1.404,35","1.478,30","1.495,66","1.321,85","","-5,04%"
"07.04.2013","1.478,85","1.581,14","1.590,50","1.477,50","","-6,52%"
"31.03.2013","1.582,00","1.597,74","1.604,10","1.540,24","","-0,92%"
"24.03.2013","1.596,74","1.609,37","1.613,83","1.590,06","","-0,73%"
"17.03.2013","1.608,45","1.597,26","1.616,86","1.592,56","","1,00%"
"10.03.2013","1.592,45","1.578,40","1.599,71","1.575,65","","0,89%"
"03.03.2013","1.578,35","1.579,01","1.586,52","1.561,41","","0,20%"
"24.02.2013","1.575,24","1.581,29","1.620,05","1.564,83","","-0,35%"
"17.02.2013","1.580,70","1.609,85","1.618,90","1.554,89","","-1,79%"
"10.02.2013","1.609,44","1.666,93","1.669,69","1.598,42","","-3,48%"
"03.02.2013","1.667,50","1.667,76","1.685,11","1.662,00","","0,02%"
"27.01.2013","1.667,15","1.658,76","1.684,00","1.652,54","","0,51%"
"20.01.2013","1.658,69","1.684,79","1.696,14","1.655,78","","-1,50%"
"13.01.2013","1.683,95","1.662,16","1.696,17","1.660,25","","1,26%"
"06.01.2013","1.663,05","1.656,51","1.679,21","1.642,75","","0,37%"
"30.12.2012","1.656,85","1.656,21","1.695,31","1.626,40","","0,09%"
"23.12.2012","1.655,40","1.657,80","1.668,01","1.650,49","","-0,10%"
"16.12.2012","1.656,99","1.695,64","1.703,24","1.635,47","","-2,27%"
"09.12.2012","1.695,47","1.704,49","1.723,45","1.689,39","","-0,48%"
"02.12.2012","1.703,65","1.714,11","1.722,32","1.684,40","","-0,65%"
"25.11.2012","1.714,80","1.752,90","1.752,90","1.706,04","","-2,18%"
"18.11.2012","1.753,00","1.713,60","1.754,60","1.713,49","","2,29%"
"11.11.2012","1.713,70","1.732,00","1.738,41","1.705,30","","-1,01%"
"04.11.2012","1.731,24","1.676,97","1.739,05","1.672,62","","3,18%"
"28.10.2012","1.677,85","1.711,39","1.727,00","1.674,44","","-1,96%"
"21.10.2012","1.711,35","1.721,80","1.730,60","1.699,00","","-0,55%"
"14.10.2012","1.720,90","1.753,49","1.753,70","1.716,29","","-1,90%"
"07.10.2012","1.754,25","1.780,60","1.780,79","1.752,34","","-1,50%"
"30.09.2012","1.780,98","1.771,09","1.796,19","1.763,44","","0,55%"
"23.09.2012","1.771,22","1.773,43","1.783,63","1.738,03","","-0,10%"
"16.09.2012","1.773,05","1.774,85","1.787,81","1.752,95","","0,03%"
"09.09.2012","1.772,48","1.735,74","1.778,01","1.717,14","","2,07%"
"02.09.2012","1.736,50","1.692,09","1.741,80","1.685,59","","2,68%"
"26.08.2012","1.691,15","1.671,55","1.693,32","1.647,34","","1,25%"
"19.08.2012","1.670,35","1.616,15","1.675,30","1.610,09","","3,38%"
"12.08.2012","1.615,80","1.620,24","1.625,71","1.590,19","","-0,26%"
"05.08.2012","1.620,05","1.604,89","1.626,56","1.602,74","","0,98%"
"29.07.2012","1.604,30","1.624,99","1.628,20","1.584,99","","-1,17%"
"22.07.2012","1.623,28","1.581,64","1.629,60","1.563,49","","2,50%"
"15.07.2012","1.583,63","1.591,79","1.599,90","1.568,24","","-0,34%"
"08.07.2012","1.589,05","1.580,95","1.601,51","1.554,95","","0,39%"
"01.07.2012","1.582,90","1.599,30","1.625,31","1.576,70","","-0,98%"
"24.06.2012","1.598,60","1.571,79","1.607,19","1.547,64","","1,68%"
"17.06.2012","1.572,15","1.627,31","1.633,51","1.558,80","","-3,36%"
"10.06.2012","1.626,76","1.593,20","1.633,70","1.582,99","","2,03%"
"03.06.2012","1.594,45","1.625,90","1.641,11","1.562,05","","-1,96%"
"27.05.2012","1.626,25","1.574,20","1.630,02","1.532,10","","3,36%"
"20.05.2012","1.573,45","1.592,26","1.599,40","1.534,02","","-1,23%"
"13.05.2012","1.593,09","1.581,38","1.598,68","1.528,28","","0,83%"
"06.05.2012","1.580,05","1.640,40","1.643,01","1.573,90","","-3,82%"
"29.04.2012","1.642,83","1.662,35","1.671,61","1.626,91","","-1,16%"
"22.04.2012","1.662,05","1.642,05","1.667,72","1.620,60","","1,18%"
"15.04.2012","1.642,70","1.654,20","1.657,91","1.631,41","","-0,98%"
"08.04.2012","1.659,00","1.641,55","1.680,31","1.627,81","","1,19%"
"01.04.2012","1.639,49","1.669,55","1.682,16","1.613,30","","-1,76%"
"25.03.2012","1.668,90","1.661,81","1.696,81","1.645,50","","0,40%"
"18.03.2012","1.662,26","1.653,51","1.669,93","1.628,22","","0,10%"
"11.03.2012","1.660,65","1.709,19","1.714,41","1.634,70","","-3,06%"
"04.03.2012","1.713,09","1.711,16","1.716,86","1.664,45","","0,05%"
"26.02.2012","1.712,30","1.773,20","1.790,70","1.688,39","","-3,45%"
"19.02.2012","1.773,49","1.723,88","1.787,71","1.723,78","","2,96%"
"12.02.2012","1.722,45","1.725,24","1.737,61","1.705,64","","0,15%"
"05.02.2012","1.719,85","1.726,25","1.751,86","1.704,14","","-0,32%"
"29.01.2012","1.725,30","1.738,41","1.763,76","1.717,05","","-0,78%"
"22.01.2012","1.738,89","1.666,68","1.738,91","1.649,20","","4,32%"
"15.01.2012","1.666,90","1.639,68","1.670,25","1.631,44","","1,68%"
"08.01.2012","1.639,35","1.617,14","1.662,57","1.605,30","","1,39%"
"01.01.2012","1.616,85","1.566,20","1.630,56","1.564,96","","3,36%"
"25.12.2011","1.564,30","1.607,15","1.611,79","1.522,44","","-2,63%"
"18.12.2011","1.606,60","1.599,61","1.642,36","1.583,70","","0,54%"
"11.12.2011","1.597,95","1.711,24","1.714,64","1.560,82","","-6,61%"
"04.12.2011","1.711,10","1.745,90","1.755,05","1.702,69","","-1,96%"
"27.11.2011","1.745,25","1.681,06","1.762,61","1.681,06","","3,88%"
"20.11.2011","1.680,13","1.723,14","1.726,49","1.666,38","","-2,49%"
"13.11.2011","1.723,05","1.788,34","1.796,36","1.710,34","","-3,69%"
"06.11.2011","1.788,99","1.753,86","1.803,11","1.736,20","","1,99%"
"30.10.2011","1.754,15","1.743,01","1.768,26","1.682,60","","0,64%"
"23.10.2011","1.742,95","1.642,35","1.752,85","1.635,96","","6,21%"
"16.10.2011","1.641,02","1.682,29","1.695,10","1.603,99","","-2,32%"
"09.10.2011","1.679,95","1.654,50","1.692,46","1.638,45","","2,47%"
"02.10.2011","1.639,45","1.618,35","1.678,86","1.596,00","","0,97%"
"25.09.2011","1.623,75","1.657,29","1.677,19","1.534,99","","-1,98%"
"18.09.2011","1.656,59","1.818,69","1.828,65","1.629,99","","-8,57%"
"11.09.2011","1.811,95","1.858,27","1.862,21","1.763,05","","-2,47%"
"04.09.2011","1.857,81","1.876,99","1.920,80","1.793,69","","-1,40%"
"28.08.2011","1.884,20","1.836,99","1.884,90","1.775,79","","3,04%"
"21.08.2011","1.828,55","1.859,39","1.911,96","1.702,94","","-1,29%"
"14.08.2011","1.852,45","1.746,25","1.877,50","1.728,01","","6,06%"
"07.08.2011","1.746,60","1.662,86","1.814,40","1.662,78","","4,90%"
"31.07.2011","1.665,00","1.626,64","1.682,17","1.608,19","","2,36%"
"24.07.2011","1.626,64","1.599,28","1.632,80","1.599,28","","1,71%"
"17.07.2011","1.599,25","1.595,45","1.611,51","1.583,00","","0,32%"
"10.07.2011","1.594,10","1.545,55","1.596,16","1.542,30","","3,23%"
"03.07.2011","1.544,25","1.488,09","1.547,30","1.487,50","","3,88%"
"26.06.2011","1.486,50","1.500,50","1.515,71","1.480,01","","-1,04%"
"19.06.2011","1.502,15","1.540,40","1.559,75","1.500,41","","-2,43%"
"12.06.2011","1.539,50","1.530,50","1.542,15","1.511,61","","0,50%"
"05.06.2011","1.531,90","1.544,59","1.555,30","1.527,74","","-0,69%"
"29.05.2011","1.542,50","1.538,74","1.552,14","1.521,60","","0,38%"
"22.05.2011","1.536,65","1.514,10","1.540,10","1.505,55","","1,53%"
"15.05.2011","1.513,55","1.495,25","1.517,55","1.473,50","","1,27%"
"08.05.2011","1.494,55","1.493,18","1.526,82","1.479,32","","-0,05%"
"01.05.2011","1.495,25","1.567,79","1.576,29","1.462,90","","-4,49%"
"24.04.2011","1.565,60","1.511,45","1.571,30","1.494,95","","3,81%"
"17.04.2011","1.508,13","1.486,45","1.512,95","1.477,60","","1,46%"
"10.04.2011","1.486,50","1.475,15","1.489,90","1.445,49","","0,77%"
"03.04.2011","1.475,10","1.430,35","1.476,85","1.429,40","","3,27%"
"27.03.2011","1.428,38","1.426,35","1.439,80","1.410,45","","-0,09%"
"20.03.2011","1.429,65","1.425,46","1.448,40","1.422,79","","0,71%"
"13.03.2011","1.419,55","1.422,09","1.433,89","1.382,90","","0,15%"
"06.03.2011","1.417,40","1.428,05","1.444,80","1.403,12","","-0,83%"
"27.02.2011","1.429,30","1.409,05","1.440,61","1.404,76","","1,42%"
"20.02.2011","1.409,25","1.388,49","1.418,46","1.388,49","","1,58%"
"13.02.2011","1.387,30","1.359,10","1.392,15","1.354,20","","2,30%"
"06.02.2011","1.356,10","1.348,15","1.368,51","1.343,13","","0,51%"
"30.01.2011","1.349,25","1.337,05","1.358,43","1.323,40","","1,04%"
"23.01.2011","1.335,35","1.343,40","1.353,56","1.308,56","","-0,53%"
"16.01.2011","1.342,51","1.359,61","1.379,26","1.337,95","","-1,42%"
"09.01.2011","1.361,85","1.369,30","1.393,30","1.355,49","","-0,57%"
"02.01.2011","1.369,60","1.421,80","1.424,57","1.353,30","","-3,65%"
"26.12.2010","1.421,45","1.386,25","1.423,15","1.374,25","","2,65%"
"19.12.2010","1.384,75","1.376,90","1.392,44","1.372,55","","0,68%"
"12.12.2010","1.375,41","1.383,91","1.408,45","1.362,11","","-0,77%"
